lr,batch_size,optimizer,dropout,architecture,fold,epoch,train_loss,val_acc,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",1,14,2.3004,0.1443,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",1,15,2.2993,0.1637,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",2,1,2.304,0.0975,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",2,2,2.3028,0.0975,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",2,3,2.3024,0.1243,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",2,4,2.3022,0.1144,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",2,5,2.302,0.1333,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",2,6,2.3018,0.0976,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",2,7,2.3015,0.1228,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",2,8,2.3011,0.1167,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",2,9,2.3004,0.1708,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",2,10,2.2991,0.172,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",2,11,2.2967,0.1829,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",2,12,2.2909,0.181,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",2,13,2.2743,0.1763,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",2,14,2.2121,0.1786,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",2,15,2.0774,0.1965,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",3,1,2.3045,0.1012,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",3,2,2.303,0.1012,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",3,3,2.3025,0.0959,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",3,4,2.3023,0.0959,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",3,5,2.3021,0.0959,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",3,6,2.3019,0.0959,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",3,7,2.3017,0.0959,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",3,8,2.3014,0.0959,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",3,9,2.3008,0.0959,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",3,10,2.2999,0.1033,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",3,11,2.2981,0.161,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",3,12,2.2939,0.1646,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",3,13,2.2794,0.1661,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",3,14,2.1994,0.1796,,
0.01,64,SGD,0,"[4096, 2048, 1024, 512, 256, 128, 64]",3,15,2.074,0.2023,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",1,1,2.0024,0.2905,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",1,2,1.8599,0.3377,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",1,3,1.7667,0.378,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",1,4,1.6951,0.3836,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",1,5,1.6398,0.4106,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",1,6,1.6027,0.4283,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",1,7,1.5507,0.4484,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",1,8,1.5046,0.4595,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",1,9,1.4772,0.469,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",1,10,1.4489,0.4684,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",1,11,1.4143,0.4776,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",1,12,1.3834,0.4773,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",1,13,1.3624,0.485,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",1,14,1.3458,0.4907,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",1,15,1.3109,0.4846,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,1,1.9609,0.3315,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,2,1.7795,0.3781,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,3,1.6876,0.3853,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,4,1.6222,0.4139,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,5,1.5755,0.4347,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,6,1.528,0.4321,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,7,1.4807,0.456,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,8,1.4502,0.4553,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,9,1.4168,0.464,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,10,1.3775,0.4686,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,11,1.3499,0.4772,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,12,1.3292,0.4751,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,13,1.2983,0.4734,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,14,1.274,0.4743,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",2,15,1.2676,0.4804,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,1,2.0186,0.2943,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,2,1.8326,0.3541,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,3,1.734,0.3868,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,4,1.6785,0.4069,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,5,1.6215,0.418,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,6,1.5762,0.4431,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,7,1.5316,0.4501,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,8,1.4943,0.4578,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,9,1.4526,0.4606,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,10,1.4175,0.4602,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,11,1.4005,0.4693,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,12,1.3631,0.4615,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,13,1.3436,0.4904,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,14,1.3393,0.4818,,
0.001,64,Adam,0.2,"[4096, 2048, 1024, 512, 256, 128, 64]",3,15,1.3073,0.4849,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,1,2.1702,0.2339,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,2,2.0043,0.2548,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,3,1.9618,0.2677,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,4,1.9351,0.2455,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,5,1.9228,0.2647,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,6,1.9082,0.2934,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,7,1.8995,0.2936,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,8,1.8872,0.2959,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,9,1.886,0.2807,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,10,1.8802,0.2905,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,11,1.8743,0.2867,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,12,1.8742,0.2952,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,13,1.8565,0.29,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,14,1.8611,0.2868,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",1,15,1.8551,0.301,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,1,2.1454,0.2462,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,2,2.0015,0.2563,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,3,1.9639,0.2693,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,4,1.9344,0.2647,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,5,1.9179,0.2696,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,6,1.901,0.2892,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,7,1.8885,0.2934,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,8,1.8805,0.2867,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,9,1.8679,0.292,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,10,1.8679,0.3025,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,11,1.8558,0.2875,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,12,1.8672,0.3034,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,13,1.8514,0.3131,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,14,1.8505,0.3055,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",2,15,1.8494,0.2982,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,1,2.148,0.2504,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,2,2.0054,0.2571,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,3,1.9591,0.2827,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,4,1.9314,0.2983,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,5,1.9074,0.3055,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,6,1.8848,0.3133,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,7,1.8731,0.3055,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,8,1.8609,0.3106,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,9,1.8509,0.3098,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,10,1.8546,0.3202,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,11,1.8363,0.3111,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,12,1.8289,0.3273,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,13,1.8268,0.3096,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,14,1.8248,0.3198,,
0.001,128,Adam,0.5,"[4096, 2048, 1024, 512, 256, 128, 64]",3,15,1.8134,0.3137,,
